Name,Gender,Month,Year,Family Background,Product Name,Product Type,Price,Shop Name,Brands,Mode of Payment,Occupation,Salary,Net Worth,Education,State,City
Jasmin Davis,Female,December,1975,Middle Class,responsibility,Electronics,50.3,Fox-Castillo,Brand C,Debit Card,Warehouse manager,125739.88,3469354.55,Master,Nevada,Luisview
Sherry Mills,Female,September,1986,Middle Class,pattern,Household,115.6,Bolton-Bush,Brand D,Cash,"Engineer, manufacturing systems",91995.27,1991458.59,High School,Maine,Smithton
Sharon Lucero,Male,July,1997,Middle Class,discussion,Grocery,146.81,"Ramirez, Stewart and Walsh",Brand D,Debit Card,English as a foreign language teacher,88629.34,7605830.07,High School,Pennsylvania,Lake Jonathanburgh
Michael King,Female,October,2023,Middle Class,threat,Grocery,132.72,"Friedman, Martinez and Mclean",Brand A,Cash,Cartographer,88898.56,7950035.39,Master,Massachusetts,East Heatherview
Laura Conley,Male,October,1984,Middle Class,himself,Household,65.9,"Long, Jarvis and Campbell",Brand A,Credit Card,"Librarian, public",78528.14,2508721.12,PhD,Florida,North Gregory
Christopher Mitchell,Female,June,1971,Upper Middle Class,become,Electronics,99.92,Park Inc,Brand C,Debit Card,Wellsite geologist,93710.63,4312487.75,PhD,Nebraska,Bennetthaven
Carrie Schroeder,Female,April,1984,Upper Middle Class,author,Personal Care,76.84,Golden-Tyler,Brand B,Debit Card,"Therapist, art",84449.43,3135567.61,Bachelor,Hawaii,Lawsonshire
Jocelyn Warren,Male,October,2009,Middle Class,save,Electronics,32.92,Tran-Adams,Brand B,Debit Card,Barista,53110.12,1283591.94,Bachelor,Alabama,Port Malloryview
Randy Marquez,Male,March,2013,Middle Class,ahead,Electronics,46.39,Kane and Sons,Brand C,Cash,"Civil engineer, contracting",118632.56,2837346.31,Master,Kansas,New Masonside
Michael Flores,Female,July,2010,Upper Class,four,Electronics,196.3,Hurst Ltd,Brand A,Credit Card,Personal assistant,129915.4,3032839.99,High School,Louisiana,West Matthew
Kristen Forbes,Female,August,1979,Upper Class,source,Electronics,44.09,Vincent-Gonzalez,Brand C,Credit Card,Environmental consultant,31697.8,5387937.38,High School,Alabama,East Ericborough
Vanessa Gonzalez,Female,May,2013,Upper Middle Class,hundred,Grocery,18.65,Figueroa Inc,Brand B,Debit Card,"Clinical scientist, histocompatibility and immunogenetics",36543.12,2992152.78,Master,Colorado,Lake Robertside
Vincent Henderson,Male,May,2011,Upper Class,poor,Electronics,131.2,"Anderson, Roberts and Garza",Brand B,Credit Card,Dealer,120335.06,1115617.7,Master,Nebraska,Breannaton
Jonathan Williamson,Male,October,2016,Upper Class,wear,Grocery,119.07,"Ho, Kim and Munoz",Brand D,Credit Card,Medical illustrator,86327.63,4460641.1,High School,Rhode Island,Port Johnathanmouth
Elaine Gross,Male,June,2010,Middle Class,show,Personal Care,193.44,Hughes LLC,Brand D,Cash,"Programmer, systems",60297.41,8631057.35,High School,Michigan,Lake Tina
Adam Clayton DDS,Male,November,1998,Upper Middle Class,TV,Grocery,166.2,Montgomery-Waters,Brand C,Debit Card,Occupational therapist,78084.89,833413.49,High School,Vermont,Jacquelinestad
Joseph Diaz,Male,January,1973,Upper Middle Class,material,Household,38.83,Todd LLC,Brand B,Debit Card,"Investment banker, corporate",127337.05,9496343.86,PhD,Georgia,Scottchester
Thomas Friedman,Male,January,1984,Upper Class,design,Personal Care,198.84,Cooper-Mitchell,Brand A,Credit Card,Biomedical engineer,44214.19,7667990.11,PhD,Wyoming,Lindatown
Eric Garcia,Male,June,1972,Middle Class,especially,Electronics,157.38,Macdonald and Sons,Brand B,Credit Card,Adult guidance worker,75645.36,9094193.34,High School,Arkansas,Dennisfort
Annette Wood,Female,August,1998,Upper Middle Class,cause,Personal Care,173.43,"Thomas, Frost and Woodward",Brand A,Credit Card,Dancer,148803.75,3123264.42,Bachelor,Illinois,Bentonstad
Stephen Brooks,Male,February,2020,Upper Middle Class,any,Personal Care,125.83,Craig-Reid,Brand D,Credit Card,Secretary/administrator,118810.72,9481142.98,Master,Alaska,New Daniel
Robert Evans,Male,January,1994,Middle Class,note,Personal Care,128.85,"Palmer, Davis and Martin",Brand C,Cash,"Psychologist, educational",61757.54,903755.91,Master,Florida,Victorland
Bruce Schmidt,Male,January,1987,Middle Class,reveal,Grocery,43.02,Knight LLC,Brand B,Debit Card,Product manager,39007.78,126489.65,Master,Kentucky,New Jennifermouth
Nicole Hill,Female,April,1976,Middle Class,million,Electronics,140.98,Tapia-Leach,Brand B,Credit Card,Economist,86389.5,423134.57,Bachelor,Oklahoma,Millertown
Brooke Allen,Female,November,2007,Middle Class,miss,Personal Care,144.32,Watkins Ltd,Brand C,Debit Card,Production manager,114358.51,4594910.13,Master,Wyoming,Thomasbury
Jacob Alexander,Male,October,1991,Middle Class,design,Electronics,185.54,"Logan, Randall and Miller",Brand D,Cash,Social worker,124539.36,6288074.27,PhD,Alaska,Port Tylerside
Michael Wheeler,Male,October,1998,Upper Class,indeed,Grocery,90.78,Peterson Inc,Brand A,Cash,"Engineer, agricultural",95347.49,6511583.76,Bachelor,Wisconsin,Monroemouth
William Curtis,Female,February,1974,Upper Class,check,Household,167.06,Garrett Ltd,Brand D,Cash,Commercial art gallery manager,38569.18,1742635.61,Master,New Jersey,Greenshire
Terry Steele,Female,May,2012,Middle Class,bank,Household,123.06,Rodriguez and Sons,Brand A,Cash,Marine scientist,128908.84,9219806.04,Bachelor,Arkansas,Boltonmouth
Jeffery Baker,Female,February,1973,Upper Middle Class,theory,Grocery,33.63,Kim-Anderson,Brand B,Debit Card,Water quality scientist,112641.36,7027363.48,Master,Virginia,Nicoleshire
Matthew Davidson,Female,April,1984,Middle Class,national,Grocery,105.09,"Roman, Smith and Arroyo",Brand B,Debit Card,Retail manager,89255.43,896374.33,Bachelor,Virginia,New Regina
Annette Mcgee,Male,October,2005,Middle Class,against,Personal Care,178.99,"Johnson, Olsen and Caldwell",Brand C,Debit Card,Animator,118144.07,6076765.05,Master,Kansas,Michaelhaven
Stefanie Solomon,Male,April,2019,Upper Middle Class,special,Household,27.35,Robbins PLC,Brand C,Cash,Lobbyist,145429.33,8375990.28,Master,Arkansas,Port Christian
Jerome Mccoy,Male,February,2006,Upper Middle Class,worry,Electronics,199.92,Cobb Group,Brand C,Debit Card,Music therapist,110673.79,2768159.16,Bachelor,California,North Johnport
Thomas Hill,Male,September,2003,Upper Middle Class,whatever,Household,154.99,Jimenez and Sons,Brand D,Cash,Telecommunications researcher,51022.89,5237742.03,PhD,North Carolina,Michelleport
David Castro,Female,December,2013,Upper Middle Class,modern,Grocery,184.05,"Morrison, Holland and Delgado",Brand B,Debit Card,Geochemist,51778.7,5894763.29,High School,Maine,Sharpfurt
Kayla Marshall,Female,July,1976,Upper Middle Class,let,Personal Care,194.12,Dunn-Davis,Brand A,Debit Card,Research scientist (life sciences),86401.25,4142646.12,Bachelor,North Carolina,New Heidistad
Jill Harris,Female,November,1983,Middle Class,deal,Electronics,137.33,"Burns, Wright and Stout",Brand D,Debit Card,Patent examiner,132927.97,3365056.27,High School,Colorado,New Patriciaside
Joseph Thompson,Female,March,2013,Upper Middle Class,treatment,Household,64.76,"Mason, Rogers and Harris",Brand B,Cash,Chiropractor,143423.22,8154303.74,PhD,Utah,North Stephanie
Brianna Brooks,Male,May,1983,Upper Class,old,Electronics,96.42,Rush-Graham,Brand D,Debit Card,"Nurse, mental health",67742.06,3300410.48,Bachelor,Idaho,Craigport
Heather Dillon,Female,June,2009,Middle Class,trouble,Electronics,174.33,"Villanueva, Kennedy and Long",Brand D,Credit Card,Lawyer,128991.26,111395.57,PhD,North Carolina,Harrisside
Allison Mclaughlin,Female,August,1990,Upper Class,upon,Household,88.52,Smith LLC,Brand A,Cash,Armed forces logistics/support/administrative officer,52509.9,3681615.66,PhD,Florida,Lake Kennethborough
Thomas Hawkins,Female,September,1977,Upper Class,realize,Electronics,128.83,"Chung, Winters and Briggs",Brand C,Credit Card,Visual merchandiser,121198.86,2115226.56,High School,Massachusetts,Sosaberg
Aaron Morgan,Male,May,2004,Upper Middle Class,card,Grocery,186.26,"Bradley, Barker and Sanchez",Brand C,Debit Card,Pathologist,82573.93,7012675.29,High School,Alaska,Lake Lynnburgh
Melissa Johnson,Male,April,2015,Upper Middle Class,effect,Electronics,15.49,Garza-Rodriguez,Brand C,Debit Card,"Copywriter, advertising",105602.67,8013205.96,High School,North Dakota,Deleontown
Sara Cruz,Male,January,2020,Middle Class,any,Personal Care,69.04,"Marquez, Duke and Levy",Brand B,Credit Card,"Scientist, physiological",31640.94,4139107.8,Bachelor,Tennessee,East Antonio
David Miller,Male,September,1978,Middle Class,itself,Personal Care,198.53,Cannon Ltd,Brand D,Credit Card,Occupational therapist,139551.59,4668334.15,High School,Oregon,New Kennethmouth
Charles Gould,Male,December,1978,Upper Class,pressure,Electronics,133.06,"Richardson, Hoffman and Sandoval",Brand A,Debit Card,"Administrator, Civil Service",48476.53,9333265.29,PhD,Missouri,Barrettside
Ryan Jones,Female,August,1999,Middle Class,technology,Household,106.69,Mcdaniel Ltd,Brand D,Debit Card,"Producer, television/film/video",62810.99,8363767.06,PhD,Wyoming,West Adamchester
Michael Fitzpatrick,Female,March,1972,Middle Class,agreement,Personal Care,56.31,"Cordova, Stewart and Hoover",Brand A,Cash,"Physicist, medical",96151.81,3897501.53,PhD,Rhode Island,East Kristinabury
Luis Johnson,Male,July,1986,Middle Class,commercial,Household,174.17,Schultz-Meyer,Brand C,Credit Card,Insurance risk surveyor,63149.69,7921061.2,Master,North Carolina,West Robert
Timothy Arnold,Female,June,1996,Upper Middle Class,cup,Personal Care,74.58,"Erickson, Harris and Wiley",Brand A,Credit Card,Minerals surveyor,124526.09,2745009.36,Bachelor,Louisiana,Lucasview
John Perkins,Male,May,2019,Upper Middle Class,president,Electronics,63.74,"Everett, Rodriguez and Lewis",Brand C,Cash,"Engineer, agricultural",65826.7,5910683.45,Master,Missouri,Bobbyhaven
Tonya Sharp,Female,June,1977,Upper Class,could,Grocery,174.4,Johnson-Gutierrez,Brand C,Debit Card,Higher education lecturer,83585.69,4894979.72,High School,Nebraska,East Rebeccahaven
Robert Perry,Female,May,2008,Middle Class,only,Grocery,114.86,White and Sons,Brand D,Debit Card,Nature conservation officer,95211.61,4607911.71,Master,Texas,East Patrickton
Shelley Parker,Female,April,1990,Upper Middle Class,her,Grocery,175.22,"Brown, Ramirez and Baxter",Brand C,Cash,"Surveyor, insurance",147692.96,2464174.89,PhD,Vermont,South Annemouth
Mia Hudson,Female,February,2018,Upper Middle Class,ask,Electronics,54.38,"Davis, Levine and Parrish",Brand A,Cash,"Conservation officer, historic buildings",123065.34,532108.26,High School,Massachusetts,Greentown
Morgan Neal,Female,July,1988,Middle Class,rich,Electronics,143.99,Sharp-Lee,Brand D,Debit Card,Accounting technician,127369.07,3922179.65,Bachelor,Minnesota,Markmouth
Scott Schroeder DDS,Male,February,2012,Upper Middle Class,care,Household,104.11,Campbell-Marshall,Brand B,Credit Card,"Development worker, community",34442.35,5072682.39,Bachelor,South Dakota,Feliciahaven
Sean Medina,Female,October,1996,Upper Middle Class,movie,Personal Care,175.24,"Chambers, Price and Moody",Brand C,Debit Card,"Administrator, charities/voluntary organisations",134902.84,4459031.48,High School,Missouri,North Aaronfort
Melissa Kelly,Female,March,2023,Upper Class,clearly,Personal Care,12.92,Best-Quinn,Brand A,Debit Card,Cabin crew,47298.65,8722236.42,Bachelor,Texas,Munozbury
Garrett Smith,Male,October,2017,Middle Class,along,Personal Care,24.22,Hall-Martin,Brand B,Debit Card,Press photographer,123783.03,2723725.52,High School,Oregon,Dustinfurt
Alison Roberts,Female,October,2010,Middle Class,sit,Electronics,133.47,Burns LLC,Brand A,Cash,Geophysicist/field seismologist,132211.84,8538179.23,Master,Washington,Ricemouth
Heather Knight,Female,November,1997,Upper Middle Class,million,Personal Care,191.29,Kaufman and Sons,Brand C,Debit Card,Energy manager,105215.9,8885642.96,PhD,Vermont,Manuelhaven
Kevin Hill MD,Female,February,1977,Upper Middle Class,hair,Household,175.75,Walls-Johnson,Brand D,Cash,Archivist,34307.89,777365.4,High School,Arkansas,Garrettberg
Carolyn Brown,Female,November,2004,Middle Class,million,Grocery,199.51,Lin and Sons,Brand D,Debit Card,Agricultural engineer,119611.96,4396317.57,PhD,New Hampshire,Jonathanhaven
Jennifer Ramos,Male,August,1973,Middle Class,across,Personal Care,154.47,"Hickman, Anderson and Rivera",Brand D,Cash,Senior tax professional/tax inspector,114466.9,1095021.68,PhD,Tennessee,Knighttown
Heather Christian,Male,March,1990,Middle Class,film,Household,141.86,"Fischer, Tucker and Hall",Brand D,Debit Card,Chartered loss adjuster,138410.89,555310.59,Bachelor,Montana,Port Maxwell
Sheila Bartlett,Male,March,2003,Upper Middle Class,free,Electronics,65.74,Henderson Inc,Brand A,Credit Card,Careers adviser,74980.93,1541140.98,High School,Arkansas,New Amanda
James Greene,Female,August,2023,Middle Class,this,Electronics,117.53,Alvarado and Sons,Brand A,Debit Card,Geoscientist,125102.34,1782838.13,PhD,Wisconsin,Lake William
Laura King,Male,October,1987,Middle Class,ask,Grocery,125.8,"Hicks, Cruz and Owens",Brand A,Credit Card,Dietitian,75905.32,6863032.34,Bachelor,Kentucky,Brianland
Scott Hernandez,Female,January,2013,Upper Class,adult,Electronics,183.44,Mckinney PLC,Brand B,Credit Card,Records manager,47174.13,4665384.14,Master,South Dakota,Woodsstad
Chelsea Gonzales,Female,October,1986,Middle Class,relate,Household,97.32,"Horton, Alvarez and Carter",Brand C,Debit Card,Energy engineer,110020.89,8999194.46,Master,New Hampshire,Jonathanfort
Anne Warner,Female,August,1976,Upper Class,social,Household,181.23,Green Group,Brand C,Cash,Commercial horticulturist,111313.31,1663958.66,PhD,Georgia,Johnland
Christina Harrell,Female,October,2022,Upper Class,few,Personal Care,189.59,Cook-Schmidt,Brand C,Credit Card,Illustrator,148518.2,3061627.07,High School,Maine,Quinnton
Gloria Smith,Female,December,2006,Upper Middle Class,more,Grocery,141.16,Aguirre-Steele,Brand A,Credit Card,"Education officer, community",84820.3,3091004.54,Bachelor,Louisiana,New Brittany
Diane Smith,Female,November,1983,Middle Class,citizen,Household,172.13,Harris Ltd,Brand C,Credit Card,Human resources officer,42798.39,3875506.55,Bachelor,Alabama,Brookechester
Ryan Sullivan,Female,August,1977,Middle Class,explain,Grocery,119.21,Richards-Fuller,Brand A,Cash,Corporate treasurer,149123.05,3022784.46,High School,Utah,East Richardberg
Tammy Pollard,Female,March,1975,Upper Middle Class,personal,Personal Care,62.15,Watkins-Ross,Brand A,Credit Card,"Psychologist, educational",97911.48,6889414.98,PhD,Florida,Sanchezville
Andrew Suarez,Male,September,1984,Upper Class,economy,Personal Care,183.02,Murray-Rogers,Brand A,Debit Card,Therapeutic radiographer,119420.66,8345105.11,High School,Virginia,Jenniferborough
Jerry Johnson,Female,May,1993,Upper Middle Class,human,Personal Care,157.39,Kidd-Nichols,Brand D,Debit Card,Banker,57614.21,8039126.38,PhD,Alabama,Brendaton
Lisa Cox,Male,August,2013,Middle Class,challenge,Grocery,130.96,"Watts, Avila and Wagner",Brand A,Cash,Land,104506.94,6809868.14,High School,Arizona,Lake Jasonberg
Luis Clark,Male,August,2003,Upper Middle Class,everything,Personal Care,129.37,"Patel, Thompson and Morales",Brand B,Credit Card,"Accountant, chartered public finance",138408.44,6498772.03,High School,Arkansas,West Brianberg
Randy Smith,Female,April,2015,Middle Class,season,Personal Care,159.84,Allen Ltd,Brand B,Cash,Passenger transport manager,34003.74,3712126.21,PhD,Florida,Sextonburgh
Joseph Williams,Male,October,2003,Upper Class,only,Grocery,27.13,Melendez-Vazquez,Brand D,Debit Card,Dancer,65413.25,7500060.56,High School,Ohio,Robinville
Charles Wells,Male,June,2011,Upper Middle Class,happy,Grocery,48.15,Ballard and Sons,Brand B,Cash,"Radiographer, therapeutic",124381.54,8776959.91,Master,California,Sarahfort
Martin Jenkins,Female,January,2014,Middle Class,student,Electronics,110.86,Coleman-Brown,Brand D,Credit Card,"Journalist, magazine",139618.44,8321678.93,Master,Delaware,Luisfort
Larry Rivera,Female,September,1981,Upper Middle Class,cell,Household,183.67,Compton Ltd,Brand D,Debit Card,"Education officer, museum",143302.54,9677102.35,Master,South Carolina,Youngside
Patricia Yates,Female,October,1994,Upper Middle Class,next,Electronics,151.85,"Jackson, Fernandez and Chaney",Brand C,Debit Card,Public relations officer,70645.83,1240180.1,Master,New Hampshire,Fernandezfort
Jesse Cohen,Male,April,1991,Upper Class,above,Household,36.74,Brown-Miller,Brand A,Cash,Manufacturing systems engineer,145980.03,8615391.91,Master,North Carolina,Allenmouth
Jamie Barrera,Female,February,1989,Upper Middle Class,chance,Electronics,193.78,Hopkins-Lucero,Brand B,Cash,Call centre manager,126550.52,3721172.99,High School,Ohio,East Christopherside
Natasha Lambert,Female,August,1998,Upper Class,run,Grocery,12.64,Barber-King,Brand B,Credit Card,Environmental manager,94388.68,4602381.67,Bachelor,New Mexico,East Justinton
Adam Nunez,Female,April,1988,Middle Class,senior,Personal Care,121.07,Rodriguez-Washington,Brand A,Credit Card,Youth worker,128690.08,9408889.73,Master,Texas,New Stacey
Kara Horn,Male,November,1970,Upper Class,stay,Household,138.22,Riddle Ltd,Brand C,Cash,Academic librarian,86577.22,6233513.98,High School,Indiana,Brandonville
Christopher Pratt,Female,February,1980,Upper Middle Class,training,Grocery,183.9,Smith-Reilly,Brand C,Cash,Community development worker,56564.06,725848.71,Bachelor,North Carolina,North Andrea
Edward Smith,Female,January,1976,Upper Class,administration,Personal Care,182.78,Carter Group,Brand D,Credit Card,Barrister's clerk,66262.82,4142128.97,High School,Delaware,East Raymondchester
Derek Schmidt,Male,October,2023,Upper Class,away,Personal Care,18.62,"Gordon, Ray and Zamora",Brand C,Credit Card,Environmental education officer,34465.46,9959681.01,Bachelor,West Virginia,Arthurton
Amy Martin,Male,March,1996,Upper Class,last,Electronics,28.47,"Smith, Jensen and Baker",Brand D,Debit Card,Interpreter,136471.12,1443074.08,PhD,Missouri,West Joseph
